0166.KL,1023.KL,1066.KL,1082.KL,1155.KL,1295.KL,1961.KL,2445.KL,3182.KL,3816.KL,4065.KL,4197.KL,4707.KL,4715.KL,4863.KL,5168.KL,5183.KL,5225.KL,5285.KL,5296.KL,5347.KL,5681.KL,5819.KL,6012.KL,6033.KL,6888.KL,6947.KL,7113.KL,7277.KL,8869.KL
3.6570467948913574,4.905750274658203,5.3664398193359375,18.05411720275879,7.750157356262207,4.0581793785095215,3.916072368621826,21.80436134338379,5.044565200805664,6.926956653594971,18.05318832397461,2.234992504119873,131.5845184326172,3.0498266220092773,5.745866298675537,5.328224182128906,8.209253311157227,6.655488014221191,4.1690239906311035,2.44347882270813,9.308403968811035,19.363637924194336,18.187335968017578,4.600387096405029,16.50335121154785,4.040657997131348,4.257146835327148,2.744666576385498,2.959895372390747,6.128597259521484
3.676396369934082,5.048636436462402,5.497101306915283,17.937009811401367,7.778238296508789,4.087166786193848,3.896733522415161,21.919626235961914,5.121434688568115,6.869709014892578,18.092308044433594,2.2159712314605713,130.89712524414062,3.116333484649658,5.736144065856934,5.4875407218933105,8.209253311157227,6.59606409072876,4.1690239906311035,2.410459280014038,9.404169082641602,19.480052947998047,18.12898063659668,4.629258632659912,16.36823272705078,4.040657997131348,4.208879470825195,2.744666576385498,3.0092270374298096,6.108796119689941
3.7247698307037354,5.15341854095459,5.394439220428467,18.093156814575195,7.778238296508789,4.125816345214844,3.8677256107330322,21.99646759033203,5.044565200805664,6.860167503356934,18.05318832397461,2.187439441680908,131.5845184326172,3.0498266220092773,5.706976890563965,5.452136993408203,8.25616455078125,6.536640167236328,4.111520290374756,2.403855323791504,9.346710205078125,19.615869522094727,18.187335968017578,4.667755603790283,16.387535095214844,4.040657997131348,4.247492790222168,2.8441109657287598,2.9401628971099854,5.9602837562561035
3.7634689807891846,5.077213287353516,5.3664398193359375,17.56616973876953,7.675276756286621,4.087166786193848,3.916072368621826,22.034893035888672,5.006130695343018,6.83154296875,17.935834884643555,2.177928924560547,132.07550048828125,3.011822462081909,5.687532424926758,5.43443489074707,8.265545845031738,6.536640167236328,4.130688190460205,2.436875581741333,9.337133407592773,19.635272979736328,18.381853103637695,4.619635105133057,16.07870101928711,3.902684211730957,4.199225902557373,2.7148332595825195,2.890831232070923,5.851374626159668
3.7634689807891846,4.9819560050964355,5.319775104522705,17.83942222595215,7.628476142883301,4.087166786193848,3.916072368621826,21.99646759033203,4.958086967468262,6.869709014892578,18.01407241821289,2.187439441680908,131.977294921875,3.011822462081909,5.6972551345825195,5.443286418914795,8.265545845031738,6.536640167236328,4.101936340332031,2.4170637130737305,9.346710205078125,19.6740779876709,18.2651424407959,4.600387096405029,16.329627990722656,3.942105293273926,4.179919242858887,2.744666576385498,2.9302964210510254,5.692961692810059
3.7247698307037354,4.991481304168701,5.319775104522705,17.83942222595215,7.628476142883301,4.096828460693359,3.916072368621826,21.80436134338379,4.938869953155518,6.78383731842041,18.0727481842041,2.177928924560547,131.2899169921875,3.0213236808776855,5.677810192108154,5.416733264923096,8.25616455078125,6.487120151519775,4.101936340332031,2.4236667156219482,9.346710205078125,19.88750457763672,18.323497772216797,4.619635105133057,16.310327529907227,3.912539482116699,4.189572811126709,2.744666576385498,2.9401628971099854,5.742466449737549
3.6957457065582275,5.001007080078125,5.319775104522705,17.800384521484375,7.600396156311035,4.087166786193848,3.916072368621826,21.47777557373047,4.919651985168457,6.688425064086914,17.9945125579834,2.187439441680908,131.5845184326172,3.0213236808776855,5.6972551345825195,5.15120792388916,8.237399101257324,6.487120151519775,4.101936340332031,2.496311664581299,9.298827171325684,19.441251754760742,18.34294891357422,4.619635105133057,16.34893226623535,3.9815263748168945,4.218532562255859,2.7048888206481934,2.969761848449707,5.7028632164001465
3.773143768310547,5.0295844078063965,5.291776657104492,18.05411720275879,7.6097564697265625,4.087166786193848,3.887063980102539,21.55462074279785,4.996521949768066,6.812460422515869,18.01407241821289,2.187439441680908,131.38812255859375,3.0498266220092773,5.6972551345825195,5.0538482666015625,8.246782302856445,6.487120151519775,4.100959777832031,2.496311664581299,9.289251327514648,19.98451805114746,18.34294891357422,4.619635105133057,16.36823272705078,3.951960802078247,4.199225902557373,2.6452221870422363,2.959895372390747,5.643457889556885
3.7634689807891846,5.001007080078125,5.301109313964844,17.878456115722656,7.591035842895508,4.0581793785095215,3.8387176990509033,20.92066192626953,4.977304458618164,6.6979660987854,18.05318832397461,2.1684184074401855,131.78089904785156,3.030824661254883,5.658365726470947,4.991891860961914,8.162343978881836,6.4574079513549805,4.042374610900879,2.483102798461914,9.241368293762207,19.6740779876709,18.381853103637695,4.523392677307129,16.291025161743164,3.912539482116699,4.179919242858887,2.575610876083374,2.8217668533325195,5.405838489532471
3.744119167327881,4.9724297523498535,5.207779884338379,17.897974014282227,7.534875869750977,4.0291924476623535,3.8000404834747314,20.766971588134766,4.977304458618164,6.745672225952148,17.779359817504883,2.158907651901245,132.07550048828125,3.011822462081909,5.6291985511779785,5.186611175537109,8.152960777282715,6.4772162437438965,3.915440559387207,2.4897074699401855,9.250945091247559,19.75168800354004,18.304046630859375,4.4945197105407715,16.15591049194336,3.892828941345215,4.083385467529297,2.7048888206481934,2.792167901992798,5.504847049713135
